,H_name,A_name,H_GoalsScored,A_GoalsScored,H_GoalsConceded,A_GoalsConceded,H_Points,A_Points,H_Results1,H_Results2,H_Results3,A_Results1,A_Results2,A_Results3,H_Shots1,H_Shots2,A_Shots1,A_Shots2,H_ShotsTarget1,H_ShotsTarget2,A_ShotsTarget1,A_ShotsTarget2,H_Red1,A_Red1,H_Corners1,H_Corners2,A_Corners1,A_Corners2,H_LastPosition,A_LastPosition,MatchDay,Result
2748,Wigan,Aston Villa,11,12,9,10,8,14,L,L,W,D,L,W,7,21,10,8,4,9,3,3,1,0,2,8,11,1,14,6,9,A
6741,Burnley,Crystal Palace,31,32,50,38,30,30,L,W,W,L,W,D,12,10,17,7,2,4,2,5,0,0,7,7,5,3,7,10,29,A
164,Chelsea,Liverpool,19,25,12,15,24,33,D,L,W,L,D,W,10,20,16,16,3,5,8,7,0,0,6,8,6,7,6,3,17,H
32,Middlesbrough,Newcastle,0,6,7,3,0,5,L,L,L,W,D,D,5,11,8,16,1,4,5,6,0,0,6,2,3,10,14,11,4,A
5988,Man United,West Brom,42,36,23,37,53,40,D,W,D,L,L,W,18,14,5,11,3,6,2,1,0,0,6,3,6,5,4,14,29,D
5940,Arsenal,Hull,52,22,28,47,47,20,L,L,W,W,D,L,9,20,7,6,5,5,4,2,0,0,13,9,1,1,2,19,25,H
4316,Swansea,West Brom,18,23,16,15,17,26,D,W,D,W,W,W,17,15,11,8,8,9,6,6,0,0,7,4,2,0,11,12,14,H
5420,Chelsea,Liverpool,15,9,19,11,11,14,L,W,L,D,D,D,8,9,15,12,4,3,2,3,1,0,4,4,10,6,1,6,11,A
5200,Burnley,Swansea,25,30,44,34,22,37,D,L,D,W,L,D,10,13,11,10,5,3,6,3,0,0,7,8,4,4,19,12,27,A
2566,Chelsea,Derby,48,13,18,57,61,10,W,W,D,D,L,L,14,13,8,5,10,8,4,3,0,0,7,1,4,2,2,19,29,H
1492,Newcastle,Crystal Palace,43,37,53,58,40,30,D,D,L,W,L,D,16,11,6,4,9,5,3,3,0,0,5,7,4,6,6,19,36,D
1183,Man City,Everton,6,6,4,6,4,7,W,L,L,D,W,W,16,4,7,16,10,1,2,10,0,0,6,5,2,7,16,17,5,A
2925,Hull,Blackburn,32,30,48,43,29,26,L,D,D,W,L,L,12,12,8,12,4,4,6,7,0,1,11,3,4,7,19,7,27,A
5267,Burnley,Leicester,26,34,50,51,26,28,L,D,L,W,W,W,8,15,18,12,4,4,6,4,0,0,1,5,6,6,19,19,33,A
5324,Man United,Tottenham,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,H
3838,QPR,Newcastle,1,3,6,1,3,7,L,W,L,W,W,D,19,4,13,12,9,3,9,10,0,0,7,1,6,6,19,13,4,D
4966,West Ham,Southampton,3,1,2,2,3,1,W,L,M,D,L,M,17,18,8,12,8,4,2,6,0,0,9,8,1,6,13,8,3,A
1797,Birmingham,West Brom,22,24,38,40,23,26,L,W,L,L,L,W,14,14,17,11,5,7,9,6,0,1,4,6,6,7,12,17,28,D
571,Chelsea,Southampton,34,22,15,19,37,28,W,D,W,D,D,W,16,16,10,16,8,11,4,9,0,0,6,8,4,8,6,12,20,D
695,Southampton,West Ham,34,34,32,53,44,30,D,D,W,W,D,W,11,12,10,3,7,5,4,2,0,0,4,7,4,5,12,7,32,D
3760,Blackpool,Stoke,48,43,70,43,34,42,D,L,L,W,D,L,18,14,17,4,7,9,8,3,0,0,4,5,7,8,19,11,35,D
1850,Arsenal,West Brom,54,28,26,49,54,28,D,L,W,D,L,L,9,10,7,8,3,3,4,4,0,0,10,3,10,1,2,17,34,H
5809,Swansea,Man United,9,13,18,12,5,15,L,D,L,D,L,D,14,11,37,16,6,5,11,5,0,1,4,7,19,7,12,4,11,A
3034,Hull,Man United,39,67,63,24,35,87,D,L,L,D,W,W,20,14,11,18,12,5,5,9,0,0,7,5,2,4,19,1,38,A
120,Ipswich,Bolton,13,16,20,16,8,16,L,L,D,D,L,W,7,12,16,9,3,8,8,5,0,1,6,8,9,2,5,19,13,A
5194,Man City,Newcastle,51,31,25,37,52,32,W,D,D,D,D,W,14,18,5,9,8,5,1,3,0,0,2,13,2,5,1,10,26,H
2063,Tottenham,Charlton,15,12,20,23,22,12,W,L,W,W,L,D,22,7,13,8,11,4,10,4,1,0,7,2,5,3,5,13,17,H
4508,Norwich,Reading,30,36,49,63,35,23,D,L,D,L,L,L,12,9,8,4,9,5,3,2,0,0,2,3,8,3,10,19,33,H
6503,Man City,Fulham,11,7,3,9,10,4,W,D,W,D,W,L,24,18,10,25,8,6,5,12,0,0,4,9,1,6,1,19,5,H
5071,Crystal Palace,Aston Villa,18,7,22,18,13,13,D,W,L,D,D,D,11,15,18,7,5,5,7,1,0,0,6,4,5,2,11,14,14,A
607,Aston Villa,Tottenham,21,30,23,31,28,32,W,W,L,L,L,D,12,11,11,9,7,9,7,6,0,0,9,3,5,6,8,9,23,A
1068,Arsenal,Liverpool,58,42,20,31,74,46,D,W,W,D,W,W,17,11,19,12,10,8,12,4,0,0,8,6,10,14,2,5,31,H
1596,Chelsea,Bolton,14,8,1,4,21,14,W,W,W,W,W,D,18,16,11,5,6,11,2,1,0,0,9,7,7,5,1,6,8,H
3270,Hull,Chelsea,22,57,48,19,20,54,D,L,D,W,W,W,8,8,16,25,4,4,9,17,0,0,4,8,9,8,17,3,24,D
2116,Arsenal,Charlton,37,17,19,36,36,16,L,W,W,W,D,L,9,16,14,12,4,8,8,7,0,0,9,5,7,4,4,13,22,H
4702,Man United,Newcastle,22,19,18,21,22,23,L,D,D,L,W,W,18,8,14,14,6,3,3,6,0,0,7,7,1,3,1,16,15,A
3930,Blackburn,Swansea,17,12,30,16,7,14,L,D,L,D,L,D,16,6,6,9,12,2,2,6,0,0,6,3,4,6,15,19,14,H
3302,Man City,Liverpool,48,43,33,27,46,44,D,D,W,L,W,W,4,9,9,9,1,3,7,4,0,0,8,3,6,8,10,2,27,D
3504,West Brom,Fulham,11,9,14,9,12,9,D,D,W,L,D,D,7,17,11,17,2,9,5,5,0,0,2,7,4,3,19,12,9,H
6361,Leicester,Bournemouth,40,33,41,43,36,32,D,L,D,D,L,W,19,2,18,7,9,2,5,2,0,0,13,2,8,6,12,8,29,D
5463,Southampton,Aston Villa,20,12,17,27,20,5,L,L,W,L,L,D,12,16,12,10,8,1,6,3,0,0,4,7,10,3,7,16,15,D
5239,Arsenal,Liverpool,56,43,30,30,57,54,W,W,W,W,W,W,19,20,16,20,9,9,5,8,0,0,7,6,5,6,4,2,30,H
4816,Newcastle,Tottenham,32,32,34,32,37,47,L,L,D,W,D,L,12,28,8,19,6,10,2,3,0,0,5,7,9,10,16,5,26,A
5984,Chelsea,Crystal Palace,59,36,21,46,69,28,W,W,W,W,W,W,20,9,7,10,7,4,0,4,0,0,11,4,3,5,10,15,29,A
6735,Crystal Palace,Man United,31,52,35,35,30,52,W,D,W,D,W,W,7,25,6,15,5,5,3,7,0,0,3,10,3,4,10,2,28,A
1263,Liverpool,Crystal Palace,21,13,13,16,20,12,W,L,D,D,W,W,18,17,3,4,5,8,1,1,0,0,7,4,1,3,4,19,13,H
1230,Chelsea,Blackburn,8,7,2,18,20,6,L,W,W,L,D,L,9,13,12,13,3,5,5,7,0,1,12,11,2,5,2,15,10,H
5175,Swansea,Sunderland,27,21,30,33,33,23,W,L,D,W,L,L,6,11,8,8,1,0,3,4,0,0,0,1,6,6,12,15,24,D
4738,Tottenham,West Brom,18,18,23,23,30,16,W,L,W,D,L,L,13,9,14,12,3,0,3,2,0,0,5,2,9,6,5,8,18,D
3687,Arsenal,Stoke,56,31,27,33,53,33,W,D,W,L,W,L,17,13,15,18,8,10,5,9,0,0,3,6,5,12,3,11,27,H
5051,Chelsea,West Brom,28,13,11,15,29,13,W,W,D,L,W,D,15,18,10,8,5,8,2,3,0,0,7,13,7,3,3,17,12,H
783,Leicester,Middlesbrough,3,2,4,7,1,0,L,D,M,L,L,M,5,12,10,8,1,7,4,5,2,0,2,2,3,6,19,12,3,D
5882,Chelsea,Stoke,38,20,11,28,46,21,W,W,W,L,D,D,14,13,6,16,4,6,2,7,0,0,5,3,2,9,10,9,19,H
2887,Arsenal,West Ham,37,29,24,31,41,29,W,W,W,W,D,W,13,14,11,12,9,9,7,11,0,0,4,5,3,3,3,10,23,D
1000,Leeds,Wolves,19,21,49,47,17,20,L,L,L,L,D,D,7,8,12,8,4,4,5,4,0,0,10,7,6,6,15,19,25,H
3977,Norwich,Tottenham,27,34,31,19,21,38,D,D,W,W,D,W,18,7,19,16,14,1,8,10,0,0,6,0,10,7,19,5,18,A
3826,Newcastle,Fulham,1,0,0,2,4,1,W,D,M,L,D,M,12,6,8,13,10,1,4,9,0,0,6,2,8,2,13,8,3,H
167,Arsenal,Newcastle,34,27,18,19,30,30,D,W,W,W,W,D,16,15,15,7,6,8,6,5,0,0,6,9,10,2,2,11,17,A
615,Arsenal,West Ham,49,24,24,43,49,17,W,W,D,L,D,D,12,7,5,13,9,7,2,8,0,1,5,2,1,5,1,7,24,H
402,Aston Villa,Man City,0,1,2,3,0,3,L,L,M,W,L,M,18,11,20,18,8,5,12,10,0,0,5,6,6,7,8,19,3,H
5678,Crystal Palace,Stoke,36,37,45,51,39,47,L,D,D,L,L,L,5,7,14,12,0,2,2,2,0,0,2,5,4,5,10,9,36,H
6059,Middlesbrough,Southampton,26,39,45,46,28,42,D,W,L,L,D,D,14,6,14,4,6,2,3,0,0,0,4,3,8,6,19,6,36,A
2760,Everton,Fulham,14,8,19,9,12,11,W,D,L,L,W,D,11,13,15,7,7,9,5,2,0,0,3,5,5,2,5,17,11,H
3950,Everton,Norwich,16,24,19,28,17,19,D,L,L,W,L,W,28,7,13,5,15,1,11,2,0,0,13,4,7,4,7,19,16,D
5143,Everton,Man City,29,44,33,19,21,46,L,L,L,W,D,W,9,9,32,17,3,2,12,6,1,0,8,3,10,10,5,1,21,D
2980,Middlesbrough,Fulham,25,33,47,28,30,43,W,L,L,W,L,W,15,19,15,3,9,4,11,1,0,0,3,5,3,3,13,17,33,D
3605,West Brom,Blackburn,24,23,31,28,22,22,L,L,W,D,L,W,15,11,13,16,9,4,5,11,0,0,7,13,9,10,19,9,19,A
2783,Man United,Stoke,25,13,10,19,24,14,W,L,W,D,W,W,21,17,2,7,15,9,1,5,0,0,3,6,3,3,1,19,13,H
665,Arsenal,Charlton,62,39,30,34,60,45,W,D,W,W,W,W,9,18,14,19,9,10,9,10,0,0,4,7,6,4,1,14,29,H
5222,Leicester,Hull,24,26,44,37,19,27,D,L,D,D,L,W,15,6,15,1,3,2,5,0,0,0,7,3,6,2,19,16,29,D
2868,Bolton,Man United,22,33,28,10,23,44,L,L,W,W,W,W,14,4,9,14,8,2,6,11,0,0,8,3,4,6,16,1,21,A
886,Newcastle,Man City,16,22,18,15,16,18,L,D,W,L,W,L,4,22,14,13,3,13,4,9,1,0,0,15,12,6,3,9,13,H
3640,Tottenham,Man United,31,48,25,19,37,48,D,L,W,W,D,W,16,13,23,7,6,5,9,4,0,0,8,3,10,2,4,2,23,D
5206,Arsenal,Everton,49,33,29,37,48,28,W,W,L,D,L,D,12,17,18,7,4,7,3,4,0,0,1,6,4,2,4,5,27,H
4554,Southampton,Stoke,48,33,59,44,40,41,D,L,L,L,D,W,15,10,6,11,10,6,3,7,0,1,10,5,2,6,19,13,38,D
5181,Hull,Aston Villa,21,12,34,32,20,22,D,L,L,L,L,L,7,13,8,9,3,8,1,2,0,0,1,3,7,7,16,14,25,H
3609,Wigan,Arsenal,15,37,29,20,19,35,W,D,D,W,L,W,13,5,10,11,8,4,8,6,0,0,3,4,4,4,16,3,19,D
4374,Stoke,Southampton,18,26,14,37,28,17,W,D,D,D,D,L,7,4,8,7,6,2,7,3,0,0,6,4,4,5,13,19,20,D
4170,Chelsea,Blackburn,63,47,45,76,61,31,L,L,W,L,L,W,9,17,12,0,5,6,7,0,0,0,4,4,5,1,3,15,38,H
6256,Watford,Huddersfield,26,12,29,29,22,18,L,L,D,L,W,L,7,11,7,19,2,2,2,6,1,0,6,5,1,8,17,19,18,A
3736,Blackpool,Arsenal,45,62,63,30,33,62,L,D,L,W,D,D,10,8,16,19,6,6,7,11,0,0,7,3,4,11,19,3,32,A
5837,Bournemouth,Liverpool,15,32,19,14,15,30,L,W,L,W,D,W,9,9,27,15,3,2,7,2,0,0,10,4,9,8,16,8,14,H
1446,Southampton,Chelsea,33,58,45,10,27,77,W,W,D,W,W,W,12,9,20,23,7,4,13,11,0,0,6,4,10,8,12,2,31,A
2153,Middlesbrough,Arsenal,29,46,29,21,31,46,D,W,W,D,W,W,3,10,11,18,3,5,4,11,0,1,5,1,6,8,14,4,26,D
3937,Wolves,Sunderland,13,15,23,15,11,11,L,L,W,L,D,L,7,4,17,13,2,1,11,8,0,0,2,1,3,6,17,10,14,H
5913,Man City,Tottenham,41,43,26,14,42,45,L,W,L,W,W,W,13,14,21,9,5,3,11,2,0,0,6,8,8,1,5,3,22,D
4524,Chelsea,Swansea,68,43,35,44,65,42,W,D,W,L,D,D,21,9,11,14,14,6,8,7,0,0,6,5,3,7,6,11,35,H
5353,Liverpool,West Ham,2,6,0,6,7,3,D,W,W,L,L,W,15,18,10,10,8,2,4,3,0,1,8,6,5,8,6,12,4,A
5245,West Brom,QPR,27,31,39,54,33,22,L,W,L,L,L,L,3,14,14,11,0,5,1,4,1,0,2,7,1,3,17,19,31,A
5836,West Ham,Arsenal,14,28,24,13,12,28,D,L,D,W,D,D,6,11,16,5,2,3,3,1,0,0,4,5,3,4,7,2,14,A
6159,Leicester,West Brom,9,6,12,8,5,9,D,L,D,D,L,D,8,12,9,7,1,7,4,3,0,0,5,3,7,4,12,10,8,D
5322,Everton,Watford,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,1,D
3106,Bolton,Tottenham,8,12,9,10,7,12,W,D,W,L,L,W,10,11,9,11,4,5,4,7,0,0,4,4,3,3,13,8,7,D
3904,Newcastle,Everton,15,11,7,15,22,10,W,W,D,L,L,W,6,13,14,18,2,10,6,11,0,0,2,7,3,4,13,7,11,H
3458,Birmingham,Liverpool,6,2,5,4,5,4,D,W,D,W,L,D,9,10,11,13,5,7,7,7,0,0,1,4,7,4,10,7,4,D
920,Blackburn,Aston Villa,23,14,25,23,17,17,L,W,W,W,L,W,5,11,11,10,1,7,8,3,0,0,6,7,4,5,6,16,17,A
2585,Newcastle,Fulham,31,27,57,49,29,23,D,L,L,W,D,L,13,6,10,8,7,4,2,4,0,0,8,8,3,7,13,16,31,H
5442,Man City,Liverpool,26,13,9,14,26,17,D,W,D,L,W,D,13,21,22,16,3,5,4,7,0,0,8,12,14,7,2,6,13,A
6284,Man United,Southampton,43,20,16,30,43,19,D,D,W,L,D,L,23,19,16,12,6,6,6,6,0,0,12,6,8,9,6,9,21,D
1907,West Ham,Charlton,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,1,H
3816,Norwich,Stoke,1,0,1,0,1,1,D,M,M,D,M,M,13,0,6,0,3,0,3,0,0,0,3,0,4,0,19,14,2,D
6565,West Ham,Burnley,9,10,15,21,8,8,D,L,L,L,L,D,11,13,7,5,3,4,1,0,1,0,0,10,4,1,13,7,11,H
3011,Everton,Tottenham,50,42,36,41,56,47,W,L,D,W,L,W,10,12,16,6,8,4,9,4,0,0,3,5,9,2,5,11,36,D
2358,Man United,Wigan,6,8,2,7,14,8,W,W,W,L,D,L,17,16,9,14,9,8,5,4,0,0,10,6,7,9,1,18,8,H
5667,Everton,Bournemouth,53,41,48,57,41,41,L,D,D,L,W,L,3,7,18,12,0,2,5,3,1,0,1,3,5,8,11,19,35,H
1635,Bolton,Tottenham,13,13,11,7,20,20,W,W,L,D,D,W,11,19,11,9,7,12,3,7,0,0,2,10,6,8,6,9,12,H
3558,Fulham,Man City,13,15,13,10,14,22,D,L,D,D,D,W,10,5,21,6,8,3,11,4,0,0,5,4,6,8,12,5,14,A
2130,Liverpool,Chelsea,35,41,16,17,43,51,W,W,W,W,D,D,22,19,12,22,13,9,6,12,0,0,12,8,7,8,3,1,24,H
2505,Tottenham,Sunderland,42,22,40,40,24,20,L,L,W,W,L,W,6,9,12,7,2,6,5,4,0,0,7,2,7,3,5,19,23,H
2588,Chelsea,Arsenal,53,58,22,22,65,67,D,W,W,D,D,D,10,11,17,10,8,3,9,6,0,0,2,7,11,5,2,4,31,H
4117,Arsenal,Man City,62,75,41,25,58,71,L,W,W,D,D,W,13,20,19,16,7,12,10,11,0,0,6,15,17,7,4,2,32,H
4224,Wigan,Fulham,4,10,8,6,4,6,L,D,W,W,L,L,8,9,23,14,4,5,14,13,0,0,5,2,5,6,15,8,5,A
6446,Leicester,Arsenal,49,72,54,48,44,60,L,L,D,W,L,W,13,6,16,8,2,1,8,3,0,0,8,2,4,0,12,5,37,H
6223,Everton,Huddersfield,17,9,28,24,15,15,W,L,D,L,L,L,8,5,7,4,5,2,2,0,0,0,2,2,2,3,7,19,15,H
3633,Stoke,Bolton,26,33,26,28,27,29,L,W,L,L,L,W,5,7,10,6,1,3,4,2,0,0,1,1,4,3,11,14,22,H
6670,Brighton,Liverpool,24,49,29,10,26,54,D,W,D,L,W,W,13,11,7,15,6,3,5,10,0,0,5,6,1,5,15,4,22,A
5073,Man United,Stoke,22,13,15,16,22,15,W,W,W,L,L,W,12,12,13,25,6,2,4,4,0,0,7,5,5,14,7,9,14,H
2944,Middlesbrough,Portsmouth,20,30,40,45,26,29,L,W,D,D,L,D,15,5,8,13,6,3,4,9,0,0,8,2,4,6,13,8,29,D
5500,Arsenal,Bournemouth,31,22,18,32,36,20,L,W,W,D,W,W,7,8,10,16,4,5,4,7,0,0,4,4,8,8,3,19,19,H
5886,Southampton,West Brom,18,23,20,22,24,23,L,W,D,L,L,W,9,14,3,10,2,8,1,1,1,0,2,4,5,2,6,14,19,A
6069,Leicester,Tottenham,46,73,56,24,43,80,L,W,W,W,L,W,9,11,14,11,4,5,7,5,0,0,3,10,8,7,1,3,37,A
1243,Everton,Aston Villa,13,13,9,12,22,14,W,W,L,W,L,D,13,14,11,5,9,5,5,2,0,0,4,5,8,3,17,5,11,D
3149,Man City,Burnley,18,10,11,22,19,12,D,D,D,L,L,W,14,20,12,9,6,7,9,5,0,0,8,14,7,2,10,19,11,D
2549,Birmingham,Tottenham,25,48,38,41,22,32,D,D,L,W,D,D,5,11,13,10,3,7,8,8,0,0,4,5,9,8,19,5,27,H
4728,Swansea,Everton,22,27,21,15,20,31,D,D,W,W,D,W,10,11,22,12,2,2,7,4,0,0,5,12,12,2,10,6,17,A
50,Blackburn,Everton,6,7,7,9,5,7,D,L,W,L,L,W,6,10,11,5,4,4,5,1,0,0,13,10,4,2,19,15,6,H
2238,Bolton,Reading,40,44,40,41,54,45,D,W,W,D,L,L,7,10,14,8,4,9,6,4,0,0,7,5,11,7,8,19,34,A
1266,Tottenham,Arsenal,8,32,11,13,13,27,L,L,L,D,D,L,19,5,19,14,11,1,13,9,0,0,5,4,8,7,13,1,13,A
3540,Aston Villa,Man United,13,24,16,13,16,24,W,D,D,D,W,W,19,15,7,14,12,8,4,10,0,0,11,3,5,3,6,2,13,D
1636,Charlton,Man United,16,16,14,11,19,21,L,L,W,W,L,D,10,7,10,13,9,4,5,8,0,0,9,4,5,6,11,3,12,A
750,Birmingham,West Ham,39,40,47,57,47,41,L,W,W,W,W,W,4,7,11,11,2,6,7,7,1,0,4,3,10,6,19,7,38,D
3347,Birmingham,Arsenal,31,71,34,33,44,64,L,D,W,W,W,W,21,7,18,20,14,4,9,11,0,0,10,5,8,8,19,4,31,D
3284,Portsmouth,Sunderland,19,31,41,41,15,25,L,L,L,D,D,L,7,12,11,6,5,8,8,5,0,0,1,5,2,7,15,16,25,D
2656,Sunderland,Arsenal,36,73,58,31,39,80,L,W,L,W,W,W,5,10,11,20,4,5,2,11,0,0,1,7,8,6,19,4,38,A
1214,West Brom,Bolton,6,12,12,9,4,12,L,D,L,D,D,D,7,8,16,8,3,5,12,5,1,0,3,11,7,8,19,7,8,H
592,Everton,Man City,23,28,22,29,35,30,D,D,D,W,W,L,15,8,13,13,9,5,8,10,0,0,8,4,13,7,15,19,22,D
5853,Man City,Watford,32,21,19,26,30,21,L,L,W,W,L,L,19,14,11,17,4,5,6,5,0,0,11,9,2,4,5,13,16,H
3481,Stoke,Blackburn,7,7,9,7,7,8,W,D,W,W,D,D,8,9,13,9,2,3,8,5,0,0,4,6,8,3,11,9,7,H
6525,Newcastle,Leicester,4,11,8,10,2,9,D,L,L,W,L,L,6,4,18,14,3,2,8,8,0,0,5,10,3,6,12,9,7,A
2023,Middlesbrough,Liverpool,10,14,16,15,14,17,W,L,L,L,W,W,11,5,10,21,8,2,4,10,0,0,7,4,6,9,14,3,13,D
1575,Arsenal,Everton,9,1,4,6,9,3,W,L,W,L,L,L,11,13,4,11,4,8,2,6,0,0,4,7,0,11,2,4,6,H
1518,Tottenham,Blackburn,47,32,41,43,51,41,L,W,L,L,L,D,5,20,13,5,2,14,6,1,0,1,3,9,8,1,13,15,38,D
87,Leeds,Chelsea,12,12,3,7,18,14,D,W,W,D,W,D,9,11,14,22,3,7,6,10,0,0,4,8,8,5,4,6,9,D
6302,Huddersfield,West Ham,18,25,35,40,24,22,L,D,D,D,W,D,6,3,3,13,1,1,1,5,0,0,1,5,1,3,19,11,23,A
2555,West Ham,Chelsea,31,42,27,17,40,58,L,W,D,W,D,D,9,12,13,5,7,6,8,3,0,1,6,8,1,6,15,2,28,A
3390,Hull,Sunderland,32,46,72,53,28,41,L,D,L,W,L,W,14,11,16,9,10,4,11,7,0,0,11,1,3,7,17,16,36,A
1356,Chelsea,Middlesbrough,41,34,8,26,52,35,W,W,W,L,W,L,8,12,6,17,7,9,2,11,0,0,2,4,10,8,2,11,22,H
4017,Wolves,Aston Villa,23,23,37,27,18,24,D,L,D,D,L,W,5,9,17,10,3,5,11,2,0,0,1,0,9,14,17,9,22,A
3651,Blackpool,Man United,34,51,41,21,28,51,L,L,L,W,W,D,6,13,17,23,4,7,13,9,0,0,6,10,7,10,19,2,24,A
4159,Chelsea,Newcastle,62,53,39,46,61,62,W,D,D,L,W,W,25,13,11,16,18,7,3,11,0,0,8,7,1,4,3,13,36,A
5330,Aston Villa,Man United,1,1,0,0,3,3,W,M,M,W,M,M,7,0,9,0,3,0,1,0,0,0,3,0,1,0,16,4,2,A
5306,Man United,Arsenal,61,67,36,35,68,71,W,L,L,D,L,W,13,26,5,23,4,9,3,9,0,0,6,9,5,6,7,4,37,D
1550,Tottenham,Chelsea,4,6,0,0,7,9,D,W,W,W,W,W,1,18,11,9,1,8,8,6,0,0,0,5,9,3,9,1,4,A
5802,Chelsea,Everton,21,15,9,8,22,18,W,W,W,W,L,D,13,14,17,20,7,6,6,8,0,0,3,5,8,8,10,11,11,H
3198,Liverpool,Arsenal,31,40,20,19,24,31,D,W,D,W,W,L,15,9,7,12,11,7,5,8,0,0,8,4,4,10,2,4,16,A
2094,Sheffield United,Man City,15,15,25,24,20,20,L,W,D,L,L,L,11,11,5,10,6,7,3,4,0,1,3,2,8,6,19,15,20,A
5179,West Ham,Man United,35,39,27,22,36,43,L,W,D,W,W,L,7,17,12,12,2,6,5,7,0,0,7,4,4,3,13,7,24,D
4333,Swansea,Norwich,23,13,17,21,23,19,W,W,D,W,D,D,12,13,7,9,10,8,5,5,0,0,5,5,2,7,11,10,16,A
4107,Tottenham,Swansea,53,34,35,36,55,39,D,D,L,L,W,W,19,24,10,10,7,18,3,7,0,0,5,13,3,2,5,19,31,H
642,Leeds,West Ham,33,28,34,51,31,20,L,L,D,L,W,L,8,5,7,9,2,5,2,7,0,0,4,3,6,5,5,7,27,H
2918,Hull,Tottenham,31,26,46,31,29,25,D,D,L,D,L,W,12,16,16,13,4,12,6,10,0,0,3,8,6,8,19,11,26,A
1893,Bolton,Birmingham,48,28,41,49,53,34,D,L,W,D,D,W,17,14,15,6,9,6,5,2,0,0,6,8,6,2,6,12,38,H
2263,Reading,Watford,49,26,42,58,54,24,W,W,W,L,D,L,13,10,13,4,8,7,3,1,0,0,8,4,7,5,19,19,37,A
71,Charlton,Middlesbrough,7,7,7,14,9,7,D,W,D,D,W,W,8,14,4,13,4,12,2,6,0,0,13,4,2,2,9,14,8,D
823,Southampton,Middlesbrough,8,5,3,12,12,4,W,W,W,W,L,L,12,15,9,7,10,10,4,6,0,0,7,7,4,1,8,12,7,A
2046,Middlesbrough,Man United,11,30,17,7,16,35,D,D,W,D,W,W,9,1,8,22,4,1,5,15,0,0,4,2,3,14,14,2,15,A
3219,Liverpool,Wolves,34,15,23,31,27,16,W,L,D,L,W,W,12,6,4,3,7,3,1,3,0,0,13,3,3,5,2,19,18,H
2494,Man United,Newcastle,38,27,11,33,48,26,W,L,W,L,L,L,18,7,16,3,13,3,10,2,0,0,2,3,8,3,1,13,22,H
1886,Blackburn,Chelsea,48,72,42,20,57,91,W,L,L,W,W,W,10,12,11,15,4,6,5,8,0,0,4,11,2,6,15,1,37,H
4120,Everton,Sunderland,34,42,34,37,44,42,D,W,W,D,D,W,9,16,12,8,5,9,9,4,0,0,4,5,11,5,7,10,33,H
5094,Leicester,Man City,15,32,26,14,10,33,L,L,L,W,W,W,10,20,19,15,4,4,3,4,1,0,5,7,11,0,19,1,16,A
1340,Aston Villa,Blackburn,22,19,24,32,25,19,L,L,L,W,D,D,8,9,7,21,6,7,5,11,0,0,6,3,1,7,5,15,21,H
534,West Brom,Middlesbrough,10,19,22,12,12,24,L,D,D,W,L,W,13,10,18,7,8,5,7,4,0,0,6,8,6,7,19,11,16,H
2527,Fulham,Aston Villa,23,43,42,31,16,41,D,L,L,D,D,W,9,5,5,4,4,0,3,3,0,0,2,4,2,2,16,11,25,H
1834,West Brom,Liverpool,28,42,47,21,27,61,L,L,D,W,W,L,13,8,12,19,8,3,6,10,0,0,5,6,1,8,17,5,32,A
4499,Reading,Liverpool,36,59,61,40,23,48,L,L,L,W,L,W,4,5,16,8,2,1,12,6,0,0,3,4,8,5,19,9,32,D
4035,West Brom,Swansea,23,24,32,28,26,27,D,W,L,D,L,W,15,15,7,11,11,6,5,4,0,0,7,1,1,4,11,19,24,A
2267,Charlton,Tottenham,32,54,56,52,33,56,L,D,L,W,W,D,8,10,9,11,3,2,6,5,1,0,2,8,5,3,13,5,37,A
6307,Bournemouth,Arsenal,22,40,34,28,21,39,D,W,D,D,D,W,26,19,14,14,8,7,6,4,0,0,12,4,10,6,8,5,23,H
2062,Portsmouth,Everton,21,20,14,15,25,24,D,D,L,W,L,D,18,3,8,7,6,1,5,4,1,0,6,1,3,2,17,11,17,H
3824,Wigan,QPR,1,1,1,4,2,3,D,D,M,W,L,M,10,18,4,13,4,11,3,7,0,0,7,7,1,3,16,19,3,H
2332,Tottenham,Arsenal,8,10,8,4,4,13,D,L,W,W,W,W,13,10,16,10,8,3,10,8,0,0,14,4,4,8,5,4,6,A
5279,Aston Villa,Everton,24,41,45,43,32,41,W,D,L,W,D,W,10,21,21,12,3,7,8,8,1,0,6,7,5,6,14,5,34,H
3067,Bolton,Liverpool,0,5,2,2,0,3,L,L,M,W,L,M,20,11,18,6,10,3,13,3,0,0,12,4,11,5,13,2,3,A
2901,Portsmouth,Liverpool,25,39,41,15,24,51,L,L,L,W,D,D,9,12,21,10,7,6,15,5,0,0,2,8,12,2,8,4,25,A
2929,West Brom,Arsenal,24,38,49,25,22,45,L,L,D,D,D,D,8,13,16,4,5,7,9,1,0,0,4,3,8,4,19,3,27,A
