,H_name,A_name,H_GoalsScored,A_GoalsScored,H_GoalsConceded,A_GoalsConceded,H_Points,A_Points,H_Results1,H_Results2,H_Results3,A_Results1,A_Results2,A_Results3,H_Shots1,H_Shots2,A_Shots1,A_Shots2,H_ShotsTarget1,H_ShotsTarget2,A_ShotsTarget1,A_ShotsTarget2,H_Red1,A_Red1,H_Corners1,H_Corners2,A_Corners1,A_Corners2,H_LastPosition,A_LastPosition,MatchDay,Result
4443,Norwich,Everton,25,40,40,32,29,42,D,D,D,L,D,W,15,14,9,22,8,9,8,13,0,0,3,8,6,15,10,7,27,H
4447,Man City,Chelsea,48,55,24,28,53,49,L,D,D,W,L,D,7,9,25,12,4,5,17,6,0,0,6,9,10,4,1,6,27,H
2881,Blackburn,Bolton,27,22,38,30,22,23,D,W,D,L,L,L,15,9,7,2,12,4,2,2,0,0,6,2,1,0,7,16,23,D
3686,Blackpool,Tottenham,39,37,50,28,29,47,D,L,L,W,W,W,14,11,11,13,5,7,5,7,0,0,4,5,3,6,19,4,27,H
5237,Liverpool,Man United,43,50,30,26,54,56,W,W,W,W,W,W,16,20,11,11,5,8,3,5,0,0,5,6,4,1,2,7,30,A
242,Everton,Ipswich,25,32,30,33,28,27,D,D,W,W,W,W,6,4,13,13,0,2,8,5,0,0,1,5,10,3,15,5,25,A
6509,Southampton,Brighton,4,5,4,7,4,4,W,L,L,D,L,W,19,11,15,6,6,5,5,2,0,0,4,10,7,5,17,15,5,D
3809,Arsenal,Liverpool,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1,A
986,Portsmouth,Wolves,25,20,33,44,22,19,L,W,L,D,W,L,8,11,9,11,3,8,6,6,1,0,2,2,7,4,19,19,23,D
4675,Stoke,Sunderland,10,8,14,22,10,7,D,D,L,W,L,W,6,9,5,9,3,3,2,1,0,0,3,5,0,2,13,17,12,H
908,Everton,Man City,15,22,19,19,13,18,L,W,L,L,L,L,7,23,24,5,3,15,14,1,0,0,7,8,12,2,7,9,15,D
1328,Southampton,Charlton,18,21,31,28,13,27,L,D,L,W,W,W,7,16,8,8,4,5,5,2,0,0,3,4,5,6,12,8,19,D
5706,Southampton,Watford,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,1,D
268,Sunderland,Newcastle,21,51,30,33,31,52,W,L,L,W,W,W,8,6,16,10,4,3,10,6,0,0,8,2,5,13,7,11,27,A
599,Liverpool,Aston Villa,30,19,21,23,34,25,D,D,D,W,L,L,9,12,11,11,2,6,9,5,0,0,4,7,3,8,2,8,22,D
6259,Everton,Swansea,21,9,29,22,22,12,W,D,W,L,W,L,7,3,7,18,4,2,3,3,0,0,1,1,2,6,7,15,18,H
3725,Wigan,Tottenham,29,41,51,34,30,50,W,L,L,D,D,D,16,12,10,26,13,5,6,14,0,0,9,6,2,6,16,4,31,D
6377,Arsenal,Watford,52,39,41,47,45,36,L,L,L,W,W,L,15,10,15,13,7,5,4,5,0,0,11,6,4,6,5,17,30,H
6050,Swansea,Everton,40,60,69,40,32,58,D,W,L,L,D,W,12,10,12,4,4,6,4,0,0,0,2,11,2,4,12,11,36,H
1555,Newcastle,Man United,0,5,4,0,1,9,L,D,L,W,W,W,7,14,11,18,4,6,5,12,0,0,3,10,3,11,14,3,4,A
517,Liverpool,Sunderland,24,8,10,16,30,13,L,W,W,W,D,D,13,13,13,9,7,9,5,7,0,0,2,6,4,8,2,17,14,D
6120,Bournemouth,Brighton,1,3,8,5,0,4,L,L,L,W,D,L,7,9,12,16,2,3,6,2,0,0,3,2,2,11,8,19,5,H
1818,Aston Villa,Fulham,33,38,37,46,34,32,L,W,D,L,L,L,12,17,8,7,5,8,3,4,0,0,6,16,4,0,10,13,30,D
2691,Liverpool,Man United,3,3,1,3,7,4,D,W,W,L,W,D,8,16,7,12,3,8,3,7,0,1,8,14,4,3,4,1,4,H
1730,Man City,Man United,27,40,24,17,28,45,L,D,L,D,W,D,13,8,16,18,3,3,6,9,0,0,12,7,9,7,8,3,22,H
5216,Tottenham,Swansea,44,31,38,34,47,40,W,D,L,W,W,L,20,27,8,11,7,8,2,6,0,0,6,7,4,4,6,12,28,H
4654,Newcastle,Chelsea,12,16,16,6,11,20,L,D,W,W,W,W,16,14,12,20,4,4,4,7,0,0,3,3,3,6,16,3,10,H
1638,Liverpool,Portsmouth,12,11,8,13,19,10,W,W,W,W,L,D,15,10,5,15,11,6,5,6,0,0,7,5,2,6,5,16,12,H
3659,Blackburn,Tottenham,29,32,37,26,28,38,L,W,L,D,D,L,3,10,14,16,2,4,9,6,0,0,1,0,4,8,9,4,24,A
879,Blackburn,Everton,15,12,21,15,8,10,L,L,L,L,D,D,10,6,12,8,2,3,4,2,0,0,6,3,3,3,6,7,12,H
5147,West Brom,Hull,19,20,29,26,18,19,D,L,L,W,L,W,14,15,14,18,3,4,5,5,0,0,1,3,4,7,17,16,21,H
3213,Everton,Birmingham,23,18,31,17,18,27,D,D,D,W,W,W,19,10,13,16,7,7,6,9,0,0,6,1,6,11,5,19,18,D
1385,Birmingham,Southampton,27,25,30,39,26,18,L,L,L,W,L,D,8,10,11,9,5,6,7,6,0,0,5,4,6,4,10,12,25,H
1383,Portsmouth,Middlesbrough,26,39,34,33,27,37,L,L,L,D,D,L,9,11,22,18,5,1,15,12,0,0,3,5,8,9,14,11,25,H
1608,Blackburn,Birmingham,7,7,9,12,11,6,W,W,L,L,D,D,20,10,2,4,11,10,2,4,0,1,11,1,4,3,15,12,9,H
3767,Liverpool,Newcastle,51,49,39,48,52,41,W,D,W,D,D,L,17,9,9,12,13,5,6,5,0,0,5,3,4,6,7,19,35,H
3117,Aston Villa,Chelsea,10,16,6,6,13,18,D,L,W,L,W,W,12,10,14,25,6,5,8,15,0,1,6,5,7,11,6,3,8,H
5025,West Ham,Man City,15,18,11,8,13,17,W,W,L,W,W,W,22,11,20,27,6,3,12,7,0,0,7,7,3,7,13,1,9,H
5713,Stoke,Man City,1,2,1,1,1,3,D,M,M,W,M,M,12,0,16,0,1,0,4,0,0,0,6,0,9,0,9,5,2,A
3083,Wigan,West Ham,3,3,8,3,3,4,L,L,L,L,D,L,12,16,12,11,7,7,5,5,0,0,5,3,7,2,12,9,5,H
5084,QPR,Burnley,14,10,27,22,11,12,L,W,L,D,D,W,5,32,12,11,1,6,2,4,0,0,2,11,2,1,19,19,15,H
3414,Chelsea,Wigan,95,37,32,71,83,36,W,W,L,D,L,W,15,29,13,12,11,18,7,10,0,0,5,7,8,5,3,12,38,H
3645,Fulham,Stoke,23,28,25,26,23,30,D,W,L,W,L,W,14,12,12,5,5,6,5,1,0,0,11,7,5,1,12,11,23,H
3517,Bolton,Liverpool,13,9,13,14,12,9,D,W,D,W,L,L,9,11,17,15,2,6,10,9,0,0,0,5,15,7,14,7,10,A
1066,Liverpool,Blackburn,42,42,31,48,46,31,D,W,W,L,W,L,19,12,14,16,12,4,9,7,0,0,10,14,5,6,5,6,31,H
5572,Crystal Palace,Watford,26,27,30,27,32,33,D,L,L,L,D,W,12,14,3,12,2,3,0,3,0,0,5,5,1,7,10,19,26,A
4520,Southampton,West Brom,47,46,54,44,39,48,D,D,W,W,D,L,9,15,11,8,5,11,9,4,0,1,2,7,6,15,19,12,35,A
2778,Man City,Tottenham,23,13,18,17,13,9,L,L,W,W,D,W,11,13,8,9,6,8,4,6,0,0,1,3,4,1,9,11,12,A
1160,Birmingham,Man City,1,2,2,3,1,1,L,D,M,L,D,M,9,16,7,12,3,11,4,5,0,1,8,4,3,9,10,16,3,H
4997,Sunderland,Swansea,5,8,6,6,4,9,D,D,L,L,L,W,14,6,5,11,6,1,2,2,0,1,1,5,2,4,15,12,6,D
4899,Chelsea,Sunderland,65,31,24,56,72,26,W,L,W,D,L,L,18,21,11,24,8,2,3,6,0,0,7,13,6,6,3,17,34,A
10,Everton,Tottenham,2,0,1,0,3,1,W,M,M,D,M,M,12,0,8,0,9,0,2,0,0,0,4,0,6,0,15,12,2,D
5941,Liverpool,Tottenham,52,46,30,16,46,50,L,D,L,W,D,D,22,7,17,14,5,3,5,3,0,0,15,3,11,12,8,3,25,H
2381,Reading,Newcastle,12,17,22,13,10,17,L,W,L,L,W,W,13,11,6,15,7,3,2,7,0,0,9,3,8,5,8,13,11,H
2993,Man United,Tottenham,61,39,23,36,77,44,W,W,W,W,W,L,21,20,22,14,14,14,18,9,0,0,6,6,4,10,1,11,34,H
3051,Wigan,Wolves,2,0,0,2,3,0,W,M,M,L,M,M,14,0,19,0,7,0,11,0,0,0,6,0,8,0,12,19,2,A
6688,Fulham,Tottenham,20,46,49,22,14,48,L,L,W,L,W,L,12,9,21,13,4,4,11,4,0,0,6,3,7,3,19,3,23,A
4306,Southampton,Newcastle,18,13,30,17,8,14,W,D,L,L,L,D,21,11,27,14,15,5,10,9,0,0,13,10,5,11,19,5,13,H
4432,Southampton,Man City,33,47,44,21,24,53,D,L,D,D,D,W,15,21,9,15,7,10,5,7,0,0,5,8,9,10,19,1,26,H
3269,Sunderland,Stoke,30,19,40,26,23,26,L,L,D,D,D,W,5,7,4,6,3,3,3,5,0,0,8,1,3,10,16,11,23,D
6739,Bournemouth,Man City,38,74,48,20,34,65,D,L,L,W,W,W,10,12,15,15,3,2,9,4,0,0,9,5,2,6,11,1,28,A
4534,Liverpool,Everton,67,52,42,38,54,59,W,D,D,W,L,D,11,23,17,8,10,12,10,5,0,0,7,8,7,10,9,7,36,D
3288,Blackburn,Hull,25,23,40,49,28,21,D,W,W,D,D,L,8,13,7,8,4,7,3,4,0,0,7,5,6,4,14,17,25,H
6267,Stoke,West Brom,19,13,39,24,16,14,L,L,L,L,D,L,17,14,12,6,0,7,5,1,0,0,7,4,6,7,13,10,19,H
5660,Bournemouth,Chelsea,41,53,57,46,41,47,L,W,L,W,L,L,18,12,16,11,5,3,4,4,0,0,5,8,7,11,19,1,35,A
4500,Southampton,West Ham,46,36,53,45,37,38,W,W,W,D,D,W,12,13,6,10,4,8,4,4,0,0,4,7,4,2,19,19,33,D
4193,Man United,Fulham,0,5,1,0,0,3,L,M,M,W,M,M,12,0,11,0,7,0,9,0,0,0,8,0,6,0,2,8,2,H
2857,Hull,Aston Villa,28,32,36,22,27,35,L,L,D,D,W,W,15,14,13,10,11,8,9,4,0,0,10,6,7,6,19,6,20,A
627,West Ham,Blackburn,26,30,47,26,17,34,L,L,D,D,D,W,11,5,14,12,3,2,10,4,0,1,2,1,4,4,7,10,25,H
4048,Aston Villa,Man City,29,63,33,19,28,57,L,D,W,W,L,W,13,23,16,17,8,15,10,11,0,0,4,9,4,9,9,2,25,A
2603,Fulham,Sunderland,29,29,53,49,24,33,D,L,W,W,W,L,9,9,22,12,4,5,12,3,0,0,5,4,13,4,16,19,33,A
1784,Bolton,Fulham,33,36,27,37,42,32,L,W,D,W,L,W,11,13,11,10,3,5,7,7,0,0,5,8,4,5,6,13,27,H
2328,Chelsea,Blackburn,7,5,4,3,10,8,W,D,W,W,D,D,18,6,16,11,7,2,11,7,0,1,4,2,6,7,2,10,5,D
768,Leeds,Newcastle,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,1,D
5863,Sunderland,Watford,14,21,28,28,11,21,L,L,W,L,W,L,8,11,5,11,3,2,2,6,0,0,5,4,2,2,17,13,17,H
4023,Tottenham,Wigan,41,19,24,45,46,15,L,D,W,L,L,L,12,22,9,7,7,10,4,4,0,0,4,8,1,4,5,16,23,H
5400,Chelsea,Aston Villa,12,8,17,13,8,4,L,D,W,L,L,L,10,16,13,10,3,4,2,4,0,0,4,6,9,1,1,16,9,H
4863,Newcastle,Everton,38,46,40,30,46,57,W,L,W,W,W,W,21,12,8,9,8,3,6,6,0,0,9,7,8,5,16,6,31,A
2572,Sunderland,Chelsea,26,49,47,18,27,64,L,D,L,W,W,W,9,13,11,14,6,5,3,10,0,0,3,5,7,7,19,2,30,A
1257,Middlesbrough,Bolton,19,18,14,13,18,21,W,D,W,W,W,W,11,26,17,6,7,11,11,4,0,0,4,9,4,3,11,7,12,D
6825,Wolves,Fulham,46,34,44,76,54,26,W,W,D,W,W,W,11,11,8,17,4,3,2,5,0,0,5,5,10,7,19,19,37,H
4549,Reading,Man City,41,62,67,31,28,75,W,D,L,W,D,W,20,13,21,12,13,7,9,8,0,0,3,9,6,4,19,1,37,A
717,Middlesbrough,Arsenal,42,69,35,36,46,68,D,W,D,D,D,W,6,22,10,12,1,12,7,5,0,1,4,3,6,6,11,1,34,A
5104,Southampton,Everton,25,27,13,24,26,21,L,L,L,W,L,D,15,15,13,9,4,4,5,2,0,0,5,5,1,7,8,5,17,H
4268,Southampton,Tottenham,13,15,24,12,4,14,L,D,L,L,W,W,11,13,23,23,4,6,16,10,0,0,3,8,7,8,19,4,9,A
1135,Chelsea,Leeds,66,40,30,78,76,33,D,W,L,D,L,L,11,12,13,6,7,7,7,4,1,0,2,12,3,3,4,15,38,H
5834,Tottenham,Swansea,19,16,10,26,24,9,L,W,D,W,D,L,12,14,18,5,6,6,9,3,0,0,8,4,10,3,3,12,14,H
742,Liverpool,Man City,59,45,37,52,64,48,W,W,W,L,W,W,18,20,16,15,14,10,5,8,0,0,3,8,11,7,2,19,37,A
3939,Arsenal,Everton,26,15,23,17,23,16,D,W,W,L,W,W,20,20,11,17,12,14,4,14,0,0,13,6,10,4,4,7,14,H
6495,Man City,Newcastle,9,2,2,4,7,1,D,W,W,L,D,L,18,32,6,12,6,14,2,6,0,0,9,10,4,5,1,12,4,H
1541,Portsmouth,Aston Villa,1,2,4,3,0,1,L,L,M,L,D,M,10,11,3,3,2,7,3,2,0,0,3,7,7,7,16,10,3,D
1234,Tottenham,Bolton,5,14,4,11,13,15,L,W,L,W,L,D,16,8,21,16,7,2,7,7,0,0,5,2,7,5,13,7,10,A
169,Charlton,Blackburn,21,22,20,19,21,19,W,W,D,L,L,D,11,11,14,14,6,5,6,4,0,0,9,1,8,7,9,19,17,A
3264,Liverpool,Bolton,40,29,26,44,37,21,W,D,W,L,W,L,13,4,4,14,5,3,1,6,0,0,2,0,3,4,2,13,23,H
6660,Arsenal,Fulham,42,18,30,43,38,14,L,D,W,W,D,D,8,7,14,11,2,4,5,9,0,0,3,9,4,2,6,19,21,H
5840,Arsenal,Stoke,33,16,14,19,31,19,W,W,D,W,W,L,19,16,10,14,10,3,4,1,0,0,2,3,4,3,2,9,15,H
4528,Norwich,Aston Villa,33,36,53,63,38,34,W,L,D,L,D,W,19,5,8,15,9,5,5,7,0,0,8,3,3,8,10,16,35,A
4577,Stoke,Crystal Palace,0,0,1,1,0,0,L,M,M,L,M,M,10,0,5,0,4,0,3,0,0,0,6,0,3,0,13,19,2,H
1240,Birmingham,Crystal Palace,7,11,9,15,9,8,D,D,D,W,L,W,8,14,11,7,2,6,4,2,0,0,4,3,7,3,10,19,11,A
1679,Everton,Bolton,8,18,17,14,17,27,D,W,W,D,W,L,7,8,13,10,5,5,7,9,0,0,0,5,6,9,4,6,16,A
4474,Tottenham,Fulham,51,40,36,44,54,36,L,W,W,W,D,W,15,11,6,7,9,5,2,4,0,0,4,4,5,3,4,8,30,A
2679,Portsmouth,Man United,0,1,4,1,0,1,L,M,M,D,M,M,12,0,18,0,8,0,12,0,0,0,3,0,6,0,8,1,2,A
2037,Tottenham,Wigan,10,17,15,16,16,18,D,L,W,L,D,W,13,9,10,14,5,3,5,5,1,0,5,2,2,6,5,10,14,H
6184,Swansea,Brighton,7,10,12,11,8,12,L,L,W,D,W,D,4,19,7,7,2,4,2,5,0,0,2,7,2,3,15,19,11,A
4586,West Ham,Stoke,2,2,0,2,4,3,D,W,M,W,L,M,6,18,14,10,1,4,5,4,0,0,4,4,7,6,9,13,3,A
6438,Stoke,Crystal Palace,32,36,65,54,29,35,D,D,L,D,W,D,8,11,6,15,3,7,1,8,0,0,3,1,3,5,13,14,36,A
4024,Wolves,Liverpool,25,25,40,21,18,35,L,D,L,L,D,L,13,5,11,13,9,3,8,5,1,0,12,1,5,11,17,6,23,A
5120,Aston Villa,Sunderland,11,16,22,27,20,19,L,D,L,L,W,D,11,10,12,16,3,4,3,3,0,0,0,3,10,1,14,15,19,D
1110,Charlton,Leicester,44,42,45,60,48,29,L,L,D,D,L,L,8,5,12,8,3,0,5,4,0,0,7,3,4,4,11,19,36,D
943,Middlesbrough,Man United,14,37,18,13,21,43,L,D,D,W,W,W,11,5,19,12,2,3,11,7,0,0,4,1,7,8,12,1,19,A
1813,Man City,Wigan,39,34,34,36,40,43,L,W,L,W,L,D,9,15,5,18,4,7,2,7,0,0,1,6,2,6,8,19,30,A
429,Charlton,Arsenal,6,10,5,5,6,8,W,L,W,D,W,D,5,10,8,10,3,5,5,8,0,1,6,6,2,1,14,1,5,A
1124,Middlesbrough,Man City,41,49,46,51,45,38,L,L,L,W,D,L,12,31,7,11,6,21,3,5,0,0,3,12,7,2,12,9,37,H
5201,Man United,Sunderland,44,22,26,36,47,25,L,W,D,D,L,D,18,11,13,16,3,7,2,5,0,0,10,5,11,8,7,15,27,H
6021,West Brom,Liverpool,39,68,41,40,44,63,L,L,D,W,D,W,17,18,14,20,6,2,4,8,0,0,7,6,8,7,14,8,33,A
1507,Arsenal,Liverpool,79,49,34,37,80,55,W,W,W,D,L,W,11,8,12,9,8,5,6,7,0,0,1,0,7,1,1,4,37,H
3706,Blackpool,Chelsea,42,51,55,24,32,51,L,W,D,W,W,D,2,8,18,17,1,4,11,11,1,0,4,1,13,10,19,1,29,A
6046,Burnley,West Brom,33,39,49,43,36,44,L,L,D,L,L,L,8,13,16,7,0,6,4,2,0,0,3,7,5,4,19,14,35,D
3085,Fulham,Everton,3,4,5,10,6,3,W,L,L,L,W,L,14,6,6,26,8,3,6,14,0,0,5,4,3,12,7,5,5,H
3738,Birmingham,Sunderland,31,33,43,42,35,38,D,W,L,L,L,D,6,9,8,3,5,6,4,1,0,0,2,8,5,3,10,13,32,H
6321,Swansea,Arsenal,15,45,35,31,20,42,W,D,L,W,L,D,3,8,16,12,2,5,10,3,0,0,3,5,5,5,15,5,25,H
1523,Man City,West Brom,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,1,D
2948,West Ham,West Brom,34,25,34,54,39,22,W,W,L,L,L,L,8,13,8,17,4,9,4,9,1,0,1,4,3,6,10,19,29,D
5252,Sunderland,Crystal Palace,24,38,44,42,29,39,W,L,L,W,W,W,16,7,5,12,4,3,3,3,0,0,8,4,4,4,15,11,32,A
2917,Newcastle,Everton,33,34,42,28,27,40,W,D,L,W,L,D,10,15,20,7,7,10,11,4,0,0,4,4,8,2,12,5,26,D
6189,Tottenham,Crystal Palace,19,4,7,21,20,4,L,W,W,D,L,W,13,14,19,10,4,6,9,0,0,0,3,3,11,5,2,14,11,H
3981,Bolton,Wolves,22,20,41,33,12,16,L,W,L,D,D,L,4,8,6,18,3,5,4,9,0,1,4,9,3,4,12,17,19,D
681,Chelsea,Man City,52,40,31,44,51,41,W,L,L,W,L,L,11,8,14,12,8,5,9,6,0,1,4,7,7,4,6,19,31,H
6345,West Ham,Watford,32,37,46,45,27,30,L,D,D,W,D,L,4,8,21,12,1,3,8,2,0,0,1,5,6,6,11,17,27,H
168,Leeds,Everton,20,21,11,19,29,23,D,W,D,W,L,W,14,10,22,5,7,7,12,3,0,0,8,7,9,7,4,15,17,H
3632,Man City,Wolves,33,21,16,34,41,21,W,W,W,W,L,W,15,11,3,15,4,8,2,10,0,0,10,8,4,10,5,15,22,H
1910,Tottenham,Sheffield United,0,1,2,1,0,1,L,M,M,D,M,M,9,0,5,0,6,0,3,0,0,0,3,0,0,0,5,19,2,H
3675,Birmingham,Stoke,25,31,33,32,30,33,W,W,D,W,L,L,10,9,18,6,4,3,9,1,0,0,3,5,12,0,10,11,26,H
3631,Chelsea,Blackburn,36,26,19,34,35,25,L,D,W,L,W,L,17,15,11,6,8,10,3,4,0,0,9,9,2,5,1,9,22,H
5348,West Brom,Chelsea,0,2,3,5,1,1,D,L,M,L,D,M,6,9,10,11,0,2,3,3,0,0,4,6,1,4,13,1,3,A
1253,Norwich,Blackburn,10,9,18,24,7,7,D,L,D,D,L,L,10,22,8,7,5,10,7,4,0,0,4,11,6,3,19,15,12,D
6757,Chelsea,Wolves,50,37,31,35,57,43,D,W,W,W,L,D,22,20,13,7,6,7,6,0,0,0,13,4,7,5,5,19,30,D
4248,Tottenham,Aston Villa,11,6,8,10,11,5,W,W,W,D,L,W,10,18,19,8,6,14,8,2,0,0,5,10,11,4,4,16,7,H
2232,Wigan,Tottenham,32,47,49,48,34,49,D,L,L,D,L,W,2,17,10,6,1,9,6,5,1,0,1,9,5,7,10,5,34,D
6838,Tottenham,Everton,65,52,37,44,70,53,L,L,W,W,D,W,11,14,20,22,5,4,6,3,2,0,6,2,8,10,3,8,38,D
3277,Stoke,Blackburn,22,25,26,40,29,27,W,D,D,W,W,L,15,4,13,11,11,3,7,7,0,0,12,3,5,3,11,14,24,H
4243,West Ham,Arsenal,7,10,5,4,11,9,W,D,D,L,D,W,17,20,14,10,10,11,5,4,0,0,13,10,6,4,19,3,7,A
1142,Bolton,Charlton,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,1,H
3121,Stoke,West Ham,6,9,10,13,9,5,D,L,D,L,D,L,8,2,12,20,6,1,11,10,0,0,4,2,6,8,11,9,9,H
937,Portsmouth,Tottenham,18,19,25,26,16,18,L,L,D,L,L,W,11,12,14,4,7,10,8,4,0,0,5,7,7,7,19,10,18,H
2733,Liverpool,Wigan,10,9,4,6,17,8,W,W,D,L,W,D,14,11,21,9,7,6,9,4,0,0,7,4,8,5,4,14,8,H
5193,Hull,QPR,23,26,34,43,23,22,W,D,L,W,L,L,10,7,19,12,4,3,4,3,0,0,3,1,4,3,16,19,26,H
6750,Crystal Palace,Brighton,35,32,39,42,33,33,W,L,W,W,W,L,10,17,4,13,4,2,3,4,0,0,5,5,0,6,10,15,30,A
1293,Everton,Bolton,17,22,12,19,30,23,D,W,W,L,D,L,7,13,19,10,3,7,10,5,0,0,4,12,7,2,17,7,16,H
4705,Sunderland,Tottenham,11,13,28,15,8,24,L,D,L,W,D,L,12,7,18,10,3,1,5,4,0,0,6,6,7,7,17,5,15,A
4407,Tottenham,Man United,39,56,27,29,40,55,D,W,W,W,W,W,16,30,15,14,8,20,10,9,0,0,6,12,3,6,4,2,23,D
5812,Man United,Arsenal,16,24,13,11,18,24,W,D,L,D,W,D,9,37,15,21,3,11,2,7,0,0,0,19,7,8,4,2,12,D
6064,West Ham,Liverpool,45,71,59,42,42,70,W,D,D,D,W,L,13,12,17,12,5,4,8,8,0,0,3,3,3,5,7,8,37,A
2609,West Ham,Portsmouth,35,46,39,33,44,53,L,D,W,W,L,W,10,13,12,4,4,5,7,4,0,0,4,4,5,2,15,9,33,A
1370,Birmingham,Fulham,26,29,28,39,26,25,L,L,L,W,D,W,10,14,8,12,6,8,4,7,0,0,4,6,7,10,10,9,24,A
5380,Leicester,Arsenal,13,5,9,5,12,10,D,W,D,L,W,W,12,21,9,29,5,6,2,12,0,2,4,4,5,13,14,3,7,A
1895,Fulham,Middlesbrough,47,48,58,57,45,45,L,W,W,D,D,L,10,12,5,10,2,7,3,6,0,0,3,6,1,2,13,7,38,H
661,Middlesbrough,Everton,34,37,32,33,35,48,D,W,D,W,L,W,6,9,25,14,2,5,16,6,0,0,4,6,17,10,11,15,29,D
6022,Middlesbrough,Arsenal,23,64,39,40,24,60,L,D,L,W,W,L,13,12,12,12,5,5,5,4,0,0,2,4,12,4,19,2,33,A
2406,Reading,Arsenal,15,27,26,10,13,30,L,W,L,W,D,D,13,12,16,16,6,5,7,6,0,0,9,5,1,3,8,4,13,A
174,Sunderland,Everton,13,23,17,22,20,23,L,D,W,L,W,L,5,11,8,22,3,6,3,12,0,0,1,6,2,9,7,15,18,H
1350,Blackburn,Charlton,19,24,33,31,19,31,L,W,D,L,W,D,9,7,7,12,4,5,4,8,0,0,7,1,1,8,15,8,22,H
3715,Wigan,Birmingham,27,28,50,41,27,31,L,L,D,L,D,L,12,10,7,5,5,4,4,3,0,0,6,8,4,1,16,10,30,H
267,Leeds,Charlton,37,30,29,32,43,33,D,L,L,L,D,W,10,13,9,8,6,5,1,2,0,0,4,7,7,7,4,9,27,D
137,Ipswich,Arsenal,14,28,22,15,8,23,L,L,L,W,D,L,8,7,14,5,4,3,10,5,0,0,12,6,11,6,5,2,14,A
3172,Man City,Hull,24,13,17,28,22,12,D,D,D,D,W,L,17,9,12,16,7,6,8,8,0,1,8,3,5,4,10,17,14,D
6288,West Brom,Arsenal,14,37,27,25,15,37,D,L,L,W,D,W,17,17,16,11,3,7,9,4,0,0,10,11,4,7,10,5,21,D
2399,Sunderland,Newcastle,12,18,20,17,9,17,D,L,L,L,L,W,8,16,14,6,6,10,7,2,1,0,9,7,4,8,19,13,12,D
885,Middlesbrough,Liverpool,11,18,15,14,14,17,W,W,D,L,W,W,8,14,10,10,3,11,4,6,0,0,2,7,2,8,12,5,13,D
2477,Derby,Blackburn,9,25,43,27,7,27,L,D,L,D,L,L,9,9,7,16,4,6,5,7,0,0,2,2,3,7,19,10,20,A
389,Newcastle,West Ham,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,1,H
205,Derby,Fulham,15,20,35,20,19,27,W,L,W,W,L,D,7,6,8,17,5,3,4,9,0,0,4,1,3,4,16,19,21,A
5109,Stoke,Chelsea,18,36,21,13,19,39,D,W,L,W,L,W,7,13,12,26,3,4,3,8,0,0,8,3,5,10,9,3,17,A
964,Liverpool,Aston Villa,30,21,21,24,32,27,W,W,D,W,W,D,12,4,18,12,4,1,13,8,0,0,3,3,9,8,5,16,21,H
2490,Aston Villa,Reading,37,29,27,44,36,22,W,W,D,L,L,D,14,5,9,11,4,4,5,8,0,1,8,5,5,6,11,8,22,H
6152,Liverpool,Man United,13,21,12,2,12,19,D,W,D,W,W,W,17,23,18,9,2,6,7,4,0,0,5,6,6,4,4,6,8,D
5587,Man United,Arsenal,33,41,24,23,41,51,L,D,W,W,W,D,12,17,24,10,6,7,6,5,0,0,8,11,11,3,4,3,27,H
5134,Newcastle,Burnley,22,14,28,29,26,16,W,L,L,D,L,L,13,8,12,16,6,4,3,0,0,0,8,5,3,8,10,19,20,D
6548,Everton,Crystal Palace,13,5,12,9,12,7,W,W,L,L,L,D,17,19,11,10,8,6,4,2,0,0,10,12,6,3,8,10,9,H
5962,Swansea,Burnley,32,28,57,37,24,31,L,W,L,D,D,L,3,10,10,6,2,4,3,4,0,1,1,7,3,1,12,19,27,H
5452,Crystal Palace,Newcastle,14,13,13,25,19,10,L,W,D,L,W,D,19,9,9,2,7,4,1,1,0,0,11,6,4,0,10,15,14,H
4475,Wigan,Newcastle,35,40,56,50,27,33,W,L,W,W,L,W,13,15,14,14,10,11,6,7,0,0,7,4,14,7,15,5,30,H
292,Chelsea,Sunderland,54,23,30,33,50,34,W,W,L,W,L,L,24,14,11,7,13,8,4,2,0,0,6,3,1,5,6,7,30,H
5508,Leicester,Man City,37,37,25,20,38,35,L,W,W,W,L,W,7,10,19,20,3,5,9,6,0,0,6,2,5,8,14,2,19,D
5489,Arsenal,Man City,29,32,13,17,33,32,W,W,D,W,L,W,8,16,13,11,4,7,5,4,0,0,5,3,5,6,3,2,17,H
2288,Chelsea,Birmingham,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,1,H
